food_name,calories,protein,fat,carbs,fiber,sugar,meal_type,cat
Veal Breast Whole Boneless Separable Lean And Fat Raw,208.0,17.5,14.8,0.0,0.0,0.0,dinner,non-veg
Cornish Game Hen Cooked Skin Not Eaten,133.0,23.1,3.8,0.0,0.0,0.0,dinner,non-veg
Beef Flank Steak Separable Lean And Fat Trimmed To 0 Inch Fat Choice Cooked Broiled,202.0,27.6,9.3,0.0,0.0,0.0,dinner,non-veg
Beef Variety  And By-Products Pancreas Raw,235.0,15.7,18.6,0.0,0.0,0.0,dinner,non-veg
Cooked Eastern Oysters (Farmed),79.0,7.0,2.1,7.3,0.0,0.0,lunch,non-veg
Beef Chuck Under Blade Center Steak Boneless Denver Cut Separable Lean And Fat Trimmed To 0 Inch Fat Choice Cooked Grilled,236.0,26.1,14.4,0.4,0.0,0.0,dinner,non-veg
Shrimp Garden Salad Shrimp Lettuce Eggs Tomato And/or Carrots Other Vegetables No Dressing,62.0,8.2,2.0,2.7,1.0,1.2,break-fast,non-veg
Veal Shank (Fore And Hind) Separable Lean Only Raw,108.0,19.3,2.8,0.0,0.0,0.0,dinner,non-veg
Game Meat Muskrat Cooked Roasted,234.0,30.1,11.7,0.0,0.0,0.0,dinner,non-veg
Veal Breast Plate Half Boneless Separable Lean And Fat Cooked Braised,282.0,25.9,19.0,0.0,0.0,0.0,dinner,non-veg
Beef Round Knuckle Tip Center Steak Separable Lean And Fat Trimmed To 0 Inch Fat Choice Cooked Grilled,188.0,26.9,8.1,0.0,0.0,0.0,dinner,non-veg
Asian Chicken Or Turkey Garden Salad Chicken And/or Turkey Lettuce Fruit Nuts No Dressing,127.0,11.3,5.0,10.1,2.0,3.4,dinner,non-veg
Oscar Mayer Smokies Sausage Little Cheese (Pork Turkey),315.0,13.5,28.2,1.7,0.0,0.3,dinner,non-veg
Mackerel Cake Or Patty,258.0,16.5,15.1,13.2,1.0,0.9,snacks,non-veg
Pork Fresh Loin Center Rib (Roasts) Boneless Separable Lean Only Cooked Roasted,214.0,28.8,10.1,0.0,0.0,0.0,dinner,non-veg
Beef Loin Top Loin Steak Boneless Lip-On Separable Lean And Fat Trimmed To 1/8 Inch Fat Select Raw,191.0,21.5,11.6,0.0,0.0,0.0,dinner,non-veg
Ham And Noodles No Sauce,143.0,7.2,5.5,15.9,0.8,0.2,dinner,non-veg
Beef Cured Pastrami,147.0,21.8,5.8,0.4,0.0,0.1,dinner,non-veg
Pork Steak Or Cutlet Breaded Or Floured Broiled Or Baked Ns As To Fat Eaten,264.0,22.3,14.8,9.2,0.4,0.4,dinner,non-veg
Beef Round Bottom Round Steak Separable Lean Only Trimmed To 1/8 Inch Fat Choice Cooked Braised,228.0,34.2,9.0,0.0,0.0,0.0,dinner,non-veg
Pork Ground 96% Lean / 4% Fat Cooked Pan-Broiled,185.0,31.7,6.2,0.6,0.0,0.0,dinner,non-veg
Sweetbreads Cooked,124.0,22.5,3.1,0.0,0.0,0.0,dinner,non-veg
Beef Top Sirloin Steak Separable Lean Only Trimmed To 0 Inch Fat Choice Cooked Broiled,188.0,30.3,6.6,0.0,0.0,0.0,dinner,non-veg
Whiting Coated Baked Or Broiled Made With Cooking Spray,161.0,20.2,2.4,13.1,0.6,1.2,lunch,non-veg
Turkey Breast From Whole Bird Meat Only Raw,114.0,23.7,1.5,0.1,0.0,0.0,dinner,non-veg
Cooked Lingcod,109.0,22.6,1.4,0.0,0.0,0.0,dinner,non-veg
Yellowtail (Raw),146.0,23.1,5.2,0.0,0.0,0.0,lunch,non-veg
Beef Round Eye Of Round Roast Boneless Separable Lean Only Trimmed To 0 Inch Fat All Grades Raw,121.0,23.4,3.0,0.0,0.0,0.0,dinner,non-veg
Country-Style Roasted Pork Ribs,359.0,21.8,29.5,0.0,0.0,0.0,dinner,non-veg
Croaker Atlantic Cooked Breaded And Fried,221.0,18.2,12.7,7.5,0.4,0.0,lunch,non-veg
Beef Round Tip Round Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Raw,199.0,19.5,12.8,0.0,0.0,0.0,dinner,non-veg
Beef Tenderloin Roast Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Roasted,331.0,23.9,25.4,0.0,0.0,0.0,dinner,non-veg
Mullet Coated Baked Or Broiled Fat Not Added In Cooking,184.0,21.3,4.5,13.1,0.6,1.2,lunch,non-veg
Chicken Or Turkey Potatoes And Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; Cream Sauce White Sauce Or Mushroom Sauce,125.0,4.8,6.7,12.2,1.3,1.3,dinner,non-veg
Butterfish Cooked Dry Heat,187.0,22.2,10.3,0.0,0.0,0.0,lunch,non-veg
Pork Cured Ham Steak Boneless Extra Lean Unheated,122.0,19.6,4.2,0.0,0.0,0.0,dinner,non-veg
Beef Salad,260.0,17.9,19.3,2.8,0.4,2.1,dinner,non-veg
Canned White Tuna (Oil Packed),186.0,26.5,8.1,0.0,0.0,0.0,dinner,non-veg
Beef Ribeye  Petite Roast/filet Boneless Separable Lean Only Trimmed To 0 Inch Fat Choice Raw,138.0,22.5,5.3,0.2,0.0,0.0,dinner,non-veg
Beef Short Loin T-Bone Steak Separable Lean Only Trimmed To 0 Inch Fat Select Cooked Broiled,177.0,26.0,7.4,0.0,0.0,0.0,dinner,non-veg
Chicken Thigh Fried Coated Skin / Coating Eaten From Fast Food,293.0,16.2,19.6,12.9,0.3,0.1,dinner,non-veg
Flounder Coated Baked Or Broiled Made With Butter,174.0,13.9,7.3,12.5,0.6,1.1,lunch,non-veg
Beef Chuck Short Ribs Boneless Separable Lean Only Trimmed To 0 Inch Fat Choice Cooked Braised,250.0,28.8,15.0,0.0,0.0,0.0,dinner,non-veg
Pork Cured Ham Center Slice Country-Style Separable Lean Only Raw,195.0,27.8,8.3,0.3,0.0,0.0,dinner,non-veg
Beef Rib Eye Small End (Ribs 10-12) Separable Lean And Fat Trimmed To 0 Inch Fat Choice Raw,274.0,17.5,22.1,0.0,0.0,0.0,dinner,non-veg
Beef Tenderloin Steak Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Broiled,273.0,26.4,17.8,0.0,0.0,0.0,dinner,non-veg
Sea Bass Coated Baked Or Broiled Fat Added In Cooking,207.0,19.5,8.2,12.5,0.6,1.1,lunch,non-veg
Chicken And Vegetable Entree With Noodles And Cream Sauce Frozen Meal,124.0,8.6,5.2,10.6,1.0,1.6,dinner,non-veg
Chicken Dark Meat Thigh Meat Only With Added Solution Cooked Roasted,164.0,24.2,7.7,0.0,0.0,0.0,dinner,non-veg
Mackerel Raw,189.0,19.1,11.9,0.0,0.0,0.0,lunch,non-veg
Pork Spareribs Cooked Lean Only Eaten,206.0,28.8,9.2,0.0,0.0,0.0,dinner,non-veg
Beef Round Eye Of Round Roast Boneless Separable Lean Only Trimmed To 0 Inch Fat Choice Cooked Roasted,166.0,29.9,4.3,0.0,0.0,0.0,dinner,non-veg
Clams Casino,118.0,8.7,4.8,9.8,1.2,2.0,lunch,non-veg
Meat Loaf Made With Beef With Tomato-Based Sauce,159.0,13.7,8.3,6.8,0.7,2.3,dinner,non-veg
Ham Potatoes And Vegetables Including Carrots Broccoli And/or Dark-Green Leafy; No Sauce,127.0,5.5,5.9,13.4,1.8,1.2,dinner,non-veg
Beef Round Eye Of Round Roast Separable Lean Only Trimmed To 1/8 Inch Fat All Grades Raw,124.0,22.6,3.0,0.0,0.0,0.0,dinner,non-veg
Chicken Leg Drumstick And Thigh Baked Coated Skin / Coating Eaten,226.0,21.0,13.4,3.9,0.2,0.1,dinner,non-veg
Beef Round Top Round Roast Boneless Separable Lean Only Trimmed To 0 Inch Fat Choice Cooked Roasted,158.0,30.2,4.1,0.1,0.0,0.0,dinner,non-veg
Sausage And Rice With Cheese Sauce,151.0,6.3,7.6,13.9,0.2,0.2,dinner,non-veg
Beef Chuck Eye Steak Boneless Separable Lean Only Trimmed To 0 Inch Fat All Grades Raw,153.0,21.3,7.6,0.0,0.0,0.0,dinner,non-veg
Clams Canned,108.0,18.3,1.2,4.5,0.0,0.0,lunch,non-veg
Lamb Australian Imported Fresh Rack Roast Frenched Denuded Bone-In Separable Lean Only Trimmed To 0 Inch Fat Cooked Roasted,175.0,26.5,7.6,0.0,0.0,0.0,dinner,non-veg
Turkey Fryer-Roasters Meat And Skin Cooked Roasted,172.0,28.3,5.7,0.0,0.0,0.0,dinner,non-veg
Pork Cured Ham With Natural Juices Slice Boneless Separable Lean And Fat Heated Pan-Broil,118.0,20.9,3.4,1.0,0.0,1.0,dinner,non-veg
Beef Loin Top Loin Steak Boneless Lip Off Separable Lean Only Trimmed To 0 Inch Fat All Grades Cooked Grilled,202.0,29.5,8.4,0.0,0.0,0.0,dinner,non-veg
Smoked Salmon,117.0,18.3,4.3,0.0,0.0,0.0,dinner,non-veg
Lamb New Zealand Imported Flap Boneless Separable Lean Only Raw,180.0,21.7,10.3,0.0,0.0,0.0,dinner,non-veg
Pork Fresh Variety  And By-Products Mechanically Separated Raw,304.0,15.0,26.5,0.0,0.0,0.0,dinner,non-veg
Beef Top Sirloin Steak Separable Lean And Fat Trimmed To 1/8 Inch Fat All Grades Raw,201.0,20.3,12.7,0.0,0.0,0.0,dinner,non-veg
Ostrich Oyster Raw,125.0,21.6,3.7,0.0,0.0,0.0,dinner,non-veg
Beef Rib Large End (Ribs 6-9) Separable Lean Only Trimmed To 0 Inch Fat Select Cooked Roasted,220.0,27.5,11.4,0.0,0.0,0.0,dinner,non-veg
Turkey Sticks Breaded Battered Fried,279.0,14.2,16.9,17.0,0.0,0.0,dinner,non-veg
Moose Cooked,133.0,29.2,1.0,0.0,0.0,0.0,dinner,non-veg
Tongue Pot Roast Puerto Rican Style,317.0,21.0,25.0,0.3,0.1,0.0,dinner,non-veg
Shark Coated Fried,255.0,20.9,14.2,9.8,0.6,0.9,lunch,non-veg
Pork Ns As To Cut Breaded Or Floured Fried Lean Only Eaten,270.0,25.0,11.1,16.3,1.0,1.4,dinner,non-veg
Pork Fresh Loin Center Loin (Chops) Bone-In Separable Lean Only Raw,127.0,22.0,3.7,0.0,0.0,0.0,dinner,non-veg
Beef Loin Tenderloin Steak Boneless Separable Lean Only Trimmed To 0 Inch Fat Choice Cooked Grilled,211.0,30.4,9.0,0.0,0.0,0.0,dinner,non-veg
Chuck Steak (Mock Tender),190.0,33.3,6.3,0.0,0.0,0.0,dinner,non-veg
Perch Mixed Species Cooked Dry Heat,117.0,24.9,1.2,0.0,0.0,0.0,lunch,non-veg
Tripe Cooked,89.0,12.6,3.8,0.0,0.0,0.0,dinner,non-veg
Pike Coated Baked Or Broiled Fat Added In Cooking,199.0,20.3,7.0,12.5,0.6,1.1,lunch,non-veg
Chicken And Vegetables Au Gratin With Rice Diet Frozen Entree,123.0,11.3,5.2,7.4,0.8,0.8,dinner,non-veg
Beef Chuck Short Ribs Boneless Separable Lean Only Trimmed To 0 Inch Fat All Grades Raw,169.0,19.7,10.0,0.0,0.0,0.0,dinner,non-veg
Beef Potatoes And Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; Cheese Sauce,131.0,8.2,5.4,13.0,1.3,0.9,dinner,non-veg
Beef Round Outside Round Bottom Round Steak Separable Lean And Fat Trimmed To 0 Inch Fat Select Raw,129.0,22.2,3.8,0.0,0.0,0.0,dinner,non-veg
Lamb New Zealand Imported Square-Cut Shoulder Chops Separable Lean Only Cooked Braised,255.0,31.1,14.6,0.0,0.0,0.0,dinner,non-veg
Veal Chop Ns As To Cooking Method Lean Only Eaten,174.0,26.1,6.9,0.0,0.0,0.0,dinner,non-veg
Lamb Australian Imported Fresh Leg Shank Half Separable Lean Only Trimmed To 1/8 Inch Fat Raw,133.0,20.4,5.1,0.0,0.0,0.0,dinner,non-veg
Beef Cured Luncheon Meat Jellied,111.0,19.0,3.3,0.0,0.0,0.0,dinner,non-veg
Cod Coated Fried Made With Oil,203.0,16.0,10.7,9.8,0.6,0.9,dinner,non-veg
Octopus Dried,311.0,56.5,3.9,8.3,0.0,0.0,lunch,non-veg
Chicken Leg Drumstick And Thigh Ns As To Cooking Method Skin Eaten,218.0,23.8,13.6,0.1,0.0,0.1,dinner,non-veg
Beef Rib Small End (Ribs 10-12) Separable Lean And Fat Trimmed To 1/8 Inch Fat Select Cooked Roasted,323.0,22.8,25.0,0.0,0.0,0.0,dinner,non-veg
Sausage And Peppers No Sauce,267.0,14.7,20.7,4.9,0.4,2.2,dinner,non-veg
London Broil,204.0,30.7,9.0,0.0,0.0,0.0,dinner,non-veg
Pork Cured Ham And Water Product Shank Bone-In Separable Lean And Fat Unheated,243.0,14.3,20.0,1.4,0.0,0.9,dinner,non-veg
Chicken Or Turkey With Stuffing,172.0,20.0,4.9,11.7,0.5,1.3,dinner,non-veg
Cod Baked Or Broiled Made With Butter,112.0,18.7,3.6,0.1,0.0,0.0,dinner,non-veg
Beef Ground 70% Lean Meat / 30% Fat Loaf Cooked Baked,241.0,23.9,15.4,0.0,0.0,0.0,dinner,non-veg
Beef Dumplings And Vegetables Including Carrots Broccoli And/or Dark-Green Leafy; Gravy,127.0,6.1,6.3,11.6,0.9,1.1,dinner,non-veg
Ocean Perch Cooked Ns As To Cooking Method,129.0,18.7,5.6,0.1,0.0,0.0,lunch,non-veg
Ns As To Type Baked Or Broiled Made Without Fat,137.0,22.8,4.5,0.1,0.0,0.0,lunch,non-veg
Pork Cured Ham With Natural Juices Shank Bone-In Separable Lean Only Heated Roasted,145.0,25.0,5.0,0.3,0.0,0.3,dinner,non-veg
Beef Shoulder Top Blade Steak Boneless Separable Lean Only Trimmed To 0 Inch Fat Choice Cooked Grilled,202.0,28.3,9.8,0.0,0.0,0.0,dinner,non-veg
Mackerel Salted,305.0,18.5,25.1,0.0,0.0,0.0,lunch,non-veg
Beef Ground Patties Frozen Cooked Broiled,295.0,23.0,21.8,0.0,0.0,0.0,dinner,non-veg
Trout Mixed Species Raw,148.0,20.8,6.6,0.0,0.0,0.0,lunch,non-veg
Pork Cured Bacon Cooked Baked,548.0,35.7,43.3,1.4,0.0,0.0,break-fast,non-veg
Haddock With Chopped Spinach Diet Frozen Meal,77.0,9.0,2.4,4.4,0.4,2.4,lunch,non-veg
Lobster Salad,187.0,10.3,15.4,1.2,0.4,0.6,lunch,non-veg
Pork Cured Ham Low Sodium Lean And Fat Cooked,172.0,22.3,8.3,0.3,0.0,0.0,dinner,non-veg
Beef Rib Large End (Ribs 6-9) Separable Lean And Fat Trimmed To 1/8 Inch Fat Select Cooked Roasted,333.0,23.4,25.8,0.0,0.0,0.0,dinner,non-veg
Beef New Zealand Imported Chuck Eye Roll Separable Lean Only Raw,131.0,20.5,5.4,0.0,0.0,0.0,dinner,non-veg
Tuna Pot Pie,220.0,9.0,13.2,16.3,1.3,1.7,dinner,non-veg
Canadian Bacon (Raw),110.0,20.3,2.6,1.3,0.0,0.9,break-fast,non-veg
Chicken Or Turkey And Rice With Cream Sauce,136.0,8.1,5.9,12.8,0.5,2.0,dinner,non-veg
Veal Variety  And By-Products Brain Raw,118.0,10.3,8.2,0.0,0.0,0.0,dinner,non-veg
Beef Australian Imported Grass-Fed Round Top Round Cap-Off Steak/roast Boneless Separable Lean Only Raw,129.0,22.4,4.4,0.0,0.0,0.0,dinner,non-veg
Chicken Broilers Or Fryers Meat And Skin And Giblets And Neck Stewed,216.0,24.5,12.4,0.1,0.0,0.0,dinner,non-veg
Chicken Or Turkey Rice And Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; Tomato-Based Sauce,133.0,5.4,5.5,15.9,1.0,1.4,dinner,non-veg
Beef Steak Ns As To Cooking Method Lean And Fat Eaten,235.0,27.1,13.4,0.0,0.0,0.0,dinner,non-veg
Veal Leg (Top Round) Separable Lean Only Cooked Pan-Fried Breaded,216.0,28.4,6.3,9.8,0.2,0.6,dinner,non-veg
Pork Fresh Loin Country-Style Ribs Separable Lean And Fat Bone-In Cooked Broiled,260.0,25.6,17.6,0.0,0.0,0.0,dinner,non-veg
Hot tea (Garam Chai),16.1,0.4,0.5,2.6,0.2,5.0,common,vegan
Instant coffee,23.2,0.6,0.7,3.7,0.2,5.0,common,vegan
Espreso coffee,51.5,1.7,2.1,6.6,0.2,5.0,common,vegan
Iced tea,10.3,0.0,0.0,2.7,0.2,5.0,common,vegan
Raw mango drink (Aam panna),35.9,0.2,0.0,9.0,0.2,5.0,common,vegan
Fruit Punch (with fresh juices),36.1,0.1,0.0,9.4,0.2,5.0,common,vegan
Fruit Punch (with squashes),23.1,0.1,0.0,6.0,0.2,5.0,common,vegan
Lemonade,20.8,0.0,0.0,5.5,1.0,8.0,common,vegan
Lem-o-gin,21.5,0.1,0.0,5.6,1.0,8.0,common,vegan
Cumin infused water (Jeere/Zeere ka pani),9.1,0.2,0.1,1.9,1.0,8.0,common,vegan
Coco pine cooler,32.7,0.6,1.0,5.7,0.2,5.0,common,vegan
Summer cooler,22.4,0.4,0.0,5.4,0.2,5.0,common,vegan
Hot cocoa,90.1,3.4,4.6,9.2,1.0,8.0,common,vegan
Cold coffee with ice cream,67.8,1.6,2.1,11.2,0.2,5.0,snacks,vegan
Banana milkshake (Kele milkshake),65.3,1.8,2.4,9.1,0.2,5.0,common,vegan
Mango milkshake (Aam milkshake),56.9,1.7,2.3,7.2,0.2,5.0,common,vegan
Pineapple milkshake (Ananas milkshake),55.7,1.7,2.2,7.6,0.2,5.0,common,vegan
Orange milkshake (Narangi milkshake),57.4,1.9,2.5,7.1,0.2,5.0,common,vegan
Egg nog,97.1,4.8,5.1,8.1,0.0,0.0,break-fast,vegan
Sweet Lassi (Meethi lassi),35.7,1.3,0.7,6.5,0.2,5.0,common,vegan
Lassi (salted),18.8,1.4,0.7,1.9,0.2,5.0,common,vegan
Cheese and chilli sandwich,218.1,6.8,9.8,27.4,0.0,5.0,common,vegan
Egg sandwich (Ande ka sandwich),286.0,8.7,15.8,29.2,0.0,0.0,break-fast,vegan
Cucumber sandwich (Kheere ka sandwich),188.6,4.8,8.0,25.8,2.5,3.0,common,vegan
Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),257.7,8.2,12.8,29.1,1.8,10.0,common,vegan
Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),243.3,7.9,12.3,26.9,2.5,3.0,common,vegan
Chicken sandwich,253.3,13.1,11.7,25.4,0.0,0.0,common,vegan
Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),291.4,9.5,16.1,28.5,2.5,3.0,common,vegan
Rainbow sandwich,272.8,7.7,12.5,34.3,1.0,8.0,common,vegan
Club sandwich,235.3,7.3,15.1,18.5,1.0,8.0,common,vegan
Vegetarian club sandwich,198.3,5.5,11.3,19.7,1.0,8.0,common,vegan
Pin wheel sandwich,311.5,8.8,24.9,14.0,1.0,8.0,common,vegan
Carrot apple sandwich (Gajar aur seb ka sandwich),214.1,5.3,9.1,29.0,1.8,10.0,common,vegan
Salami sandwich,255.6,8.7,15.5,21.5,0.0,0.0,common,vegan
Vegetable and mayonnaise sandwich,244.3,4.5,15.4,23.2,1.0,8.0,common,vegan
Egg and tomato sandwich (Ande aur tamatar ka sandwich),222.1,7.7,10.5,25.9,2.5,3.0,break-fast,vegan
Sweet open sandwich,244.2,5.0,8.2,39.2,1.0,8.0,common,vegan
Mushroom and cheese sandwich (toasted),227.4,7.8,13.0,21.0,0.0,5.0,break-fast,vegan
Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),224.6,6.8,13.0,21.4,2.5,3.0,break-fast,vegan
Pea potato sandwich (toasted) (Matar aloo ka sandwich),164.9,4.6,5.4,25.2,1.0,8.0,break-fast,vegan
Paneer pea sandwich (toasted) (Paneer matar ka sandwich),249.6,12.4,12.0,24.1,0.0,5.0,break-fast,vegan
Chicken sandwich (toasted),167.4,12.1,5.3,18.8,0.0,0.0,break-fast,vegan
Pea keema sandwich (toasted) (Matar aur keema ka sandwich),171.8,11.1,5.6,20.3,1.0,8.0,break-fast,vegan
Classic club sandwich,200.8,6.7,11.6,18.5,0.2,5.0,common,vegan
Sesame toast,495.2,1.9,49.4,11.1,1.0,8.0,break-fast,vegan
Cracked wheat porridge (Meetha daliya),81.6,2.6,4.1,8.9,3.0,1.0,common,vegan
Semolina porridge (Suji/Rava daliya),100.9,3.8,4.1,12.4,3.0,1.0,common,vegan
Oatmeal Porridge,72.9,2.6,3.2,8.8,3.0,1.0,break-fast,vegan
Cornflakes with milk,117.3,3.6,5.1,14.9,0.0,5.0,common,vegan
Rice flakes (Chiwda/Aval),112.4,3.6,4.0,15.6,3.0,1.0,common,vegan
Wheat flakes,112.4,3.6,4.0,15.6,1.0,8.0,common,vegan
Murmura (Puffed rice),113.3,3.6,4.0,15.7,1.0,8.0,common,vegan
Puffed wheat (Murmure/Moori),113.3,3.6,4.0,15.7,1.0,8.0,common,vegan
Boiled egg (Ubla anda),45.4,4.4,3.0,0.1,0.0,0.0,break-fast,vegan
Fried Egg,223.7,11.6,19.6,0.3,0.0,0.0,break-fast,vegan
Poached egg,123.9,12.0,8.2,0.4,0.0,0.0,break-fast,vegan
Scrambled egg (Ande ki bhurji),156.0,10.3,12.2,1.4,0.0,0.0,break-fast,vegan
Baked egg,218.8,11.9,12.7,15.4,0.0,0.0,break-fast,vegan
Plain omelette/omlet,272.4,9.7,25.7,0.6,1.0,8.0,common,vegan
Stuffed egg omelette/omlet,203.5,8.6,17.8,2.3,0.0,0.0,break-fast,vegan
Pancake,203.4,5.7,10.8,20.5,1.0,8.0,break-fast,vegan
Keema pancake,176.3,9.0,11.2,9.6,1.0,8.0,break-fast,vegan
Vegetable pancake,125.2,3.9,6.6,12.2,1.0,8.0,break-fast,vegan
Jam and fruit pancake,162.0,3.8,7.0,20.7,1.8,10.0,break-fast,vegan
Khoa and coconut pancake,272.0,7.0,15.3,27.3,1.0,8.0,break-fast,vegan
Brown stock,21.3,1.9,1.4,0.3,1.0,8.0,common,vegan
Vegetable stock,17.6,0.3,1.4,1.0,1.0,8.0,common,vegan
Chicken stock,29.9,3.7,1.5,0.4,0.0,0.0,common,vegan
Clear tomato soup (Tamatar ka soup),80.1,4.8,12.2,3.5,2.5,3.0,common,vegan
Lentil soup,31.2,9.7,11.7,3.9,4.0,1.0,common,vegan
Chicken consomme (Clear chicken soup),47.9,11.5,12.0,1.2,0.0,0.0,common,vegan
Cream of tomato soup,97.8,4.6,13.1,3.9,2.5,3.0,common,vegan
Cream of green peas soup,127.8,7.1,14.8,6.8,2.5,3.0,common,vegan
Cream of spinach soup,100.5,5.2,13.3,3.4,2.5,3.0,common,vegan
Cream of mixed vegetable soup,59.6,6.8,9.0,4.9,1.0,8.0,common,vegan
Cream of mushroom soup,117.3,6.6,15.5,3.7,1.0,8.0,common,vegan
Chicken sweet corn soup,28.3,14.5,12.6,1.6,0.0,0.0,common,vegan
Minestrone soup,42.7,9.3,11.1,3.7,1.0,8.0,common,vegan
Egg drop soup,26.6,12.9,13.5,1.1,0.0,0.0,break-fast,vegan
Chinese cabbage and meat ball soup,484.3,5.2,56.6,1.4,0.0,0.0,common,vegan
French onion soup,55.6,11.4,14.4,4.3,1.0,8.0,common,vegan
Hot and sour soup,31.5,3.1,1.3,1.8,1.0,8.0,common,vegan
Talaumein soup,35.6,10.1,12.8,4.2,1.0,8.0,common,vegan
Cold cucumber soup (Thanda kheere ka soup),48.0,3.0,2.0,4.6,2.5,3.0,common,vegan
Cold summer garden soup,49.2,8.6,14.1,2.6,1.0,8.0,common,vegan
Chapati/Roti,202.3,5.9,3.6,35.6,1.0,8.0,common,vegan
Plain parantha/paratha,298.3,5.1,16.9,30.7,1.0,8.0,common,vegan
Potato parantha/paratha (Aloo ka parantha/paratha),205.0,3.7,10.2,23.9,1.0,8.0,common,vegan
Radish parantha/paratha (Mooli ka parantha/paratha),183.5,3.3,9.5,20.5,2.5,3.0,common,vegan
Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),178.1,3.7,9.5,18.8,1.0,8.0,common,vegan
Dal parantha/paratha,268.2,6.8,13.1,30.0,4.0,1.0,common,vegan
Sprouted moong parantha/paratha,228.6,4.3,12.4,24.3,4.0,1.0,common,vegan
Pea parantha/paratha (Matar ka parantha/paratha),190.7,5.6,8.8,21.5,1.0,8.0,common,vegan
Keema parantha/paratha,238.1,9.4,13.9,18.4,1.0,8.0,common,vegan
Paneer parantha/paratha,263.0,8.0,14.6,24.3,0.0,5.0,common,vegan
Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),216.5,5.5,12.1,21.4,2.5,3.0,common,vegan
Poori,737.6,1.4,77.6,8.2,1.0,8.0,common,vegan
Spinach poori (Palak poori),684.3,1.4,71.9,7.8,2.5,3.0,common,vegan
Methi poori,710.0,1.5,74.6,8.0,1.0,8.0,common,vegan
Dal stuffed poori,785.2,2.1,81.7,10.1,4.0,1.0,common,vegan
Potato stuffed poori (Aloo ki poori),776.7,1.5,81.4,9.4,1.0,8.0,common,vegan
Tandoori parantha/paratha,295.4,5.1,16.5,30.7,1.0,8.0,common,vegan
Boiled rice (Uble chawal),117.2,2.6,0.2,25.7,1.0,8.0,common,vegan
Plain pulao,140.2,2.3,4.6,21.8,1.0,8.0,common,vegan
Mixed vegetable pulao,113.0,2.7,3.3,17.5,1.0,8.0,common,vegan
Mushroom pulao,124.3,2.5,4.0,19.0,1.0,8.0,common,vegan
Sprouted moong pulao,113.0,2.2,3.6,17.5,4.0,1.0,common,vegan
Paneer pulao,581.9,2.0,59.8,8.8,0.0,5.0,common,vegan
Peanut pulao,193.3,5.3,9.5,21.2,1.0,8.0,common,vegan
Navratan pulao,261.7,6.2,9.5,37.0,1.0,8.0,common,vegan
Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),173.4,4.9,4.8,27.6,2.5,3.0,common,vegan
Mutton biryani/biriyani,190.8,7.4,7.7,22.5,1.0,8.0,common,vegan
Vegetable biryani/biriyani,174.6,3.2,9.5,18.6,1.0,8.0,common,vegan
"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",176.3,4.3,7.9,21.6,1.0,8.0,common,vegan
Sweet rice (Meethe chawal),215.4,2.1,4.6,42.6,1.0,8.0,common,vegan
Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),195.7,5.8,4.3,32.9,0.0,5.0,common,vegan
Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),373.0,7.5,8.5,65.1,1.0,8.0,common,vegan
Spanish rice,164.2,4.2,2.2,31.1,1.0,8.0,common,vegan
Chinese fried rice,120.6,4.1,5.4,13.4,1.0,8.0,common,vegan
Macroni cheese pie,170.6,5.9,7.5,21.1,0.0,5.0,snacks,vegan
Vegetable chowmein,129.7,3.1,6.4,15.4,1.0,8.0,common,vegan
Chicken chowmein,151.3,6.3,8.2,13.3,0.0,0.0,common,vegan
Cheese noodle ring,133.7,6.2,6.1,14.0,0.0,5.0,common,vegan
Spaghetti and cheese balls in tomato sauce,508.3,2.4,52.1,7.8,2.5,3.0,common,vegan
Penne platter,177.4,5.0,8.7,20.9,1.0,8.0,common,vegan
Pasta hot pot,125.2,5.8,6.5,11.6,1.0,8.0,common,vegan
Chicken lasagne,187.5,10.5,10.4,13.9,0.0,0.0,common,vegan
Fettuccine with spinach sauce,129.2,3.1,7.8,12.2,2.5,3.0,common,vegan
Naan,286.4,8.1,5.0,51.8,1.0,8.0,common,vegan
Bhatura,793.2,1.6,82.6,10.7,1.0,8.0,common,vegan
Idli,137.5,4.6,0.3,28.2,1.0,8.0,common,vegan
Masala dosa,164.6,3.3,7.8,19.6,5.0,0.5,common,vegan
Semolina dosa (Suji/Rava dosa),227.1,7.3,7.1,32.8,1.0,8.0,common,vegan
Onion tomato uttapam,462.0,1.9,45.3,11.3,2.5,3.0,common,vegan
